"","x"
"TCGA-D5-6538",2.89473684210526
"TCGA-A6-2680",2.23684210526316
"TCGA-G4-6317",4.71052631578947
"TCGA-D7-A6F0",2.44736842105263
"TCGA-VQ-A92D",2.52631578947368
"TCGA-AG-A016",1.73684210526316
"TCGA-AA-A022",65
"TCGA-VQ-A94T",1.44736842105263
"TCGA-D7-5579",3.05263157894737
"TCGA-F5-6863",1.42105263157895
"TCGA-A6-6780",81.8157894736842
"TCGA-AU-3779",2.13157894736842
"TCGA-AA-3818",2.92105263157895
"TCGA-AA-3846",1.84210526315789
"TCGA-F4-6855",1.94736842105263
"TCGA-BR-7957",1.02631578947368
"TCGA-AA-3982",2.55263157894737
"TCGA-CM-6169",2.28947368421053
"TCGA-CD-5803",0.684210526315789
"TCGA-DM-A1HA",3.10526315789474
"TCGA-D5-6533",3.36842105263158
"TCGA-AA-3688",1.60526315789474
"TCGA-BR-7197",3.65789473684211
"TCGA-A6-5661",28.2631578947368
"TCGA-CA-6718",76.9473684210526
"TCGA-AA-3660",2.78947368421053
"TCGA-NH-A5IV",56.8684210526316
"TCGA-A6-5665",85
"TCGA-IN-A6RI",2.10526315789474
"TCGA-CA-6716",3.05263157894737
"TCGA-5M-AAT4",3.92105263157895
"TCGA-AA-A004",1.52631578947368
"TCGA-A6-2672",27.6578947368421
"TCGA-BR-8590",2.21052631578947
"TCGA-AA-A01R",75.2894736842105
"TCGA-BR-4370",25.1578947368421
"TCGA-VQ-A91Q",2.07894736842105
"TCGA-CG-4469",6.52631578947368
"TCGA-D5-6931",6.47368421052632
"TCGA-F4-6809",3.15789473684211
"TCGA-AA-3994",3.84210526315789
"TCGA-AG-3887",1.60526315789474
"TCGA-BR-6706",4.15789473684211
"TCGA-A6-4107",3.73684210526316
"TCGA-AA-3848",2.97368421052632
"TCGA-BR-4191",4.47368421052632
"TCGA-DM-A288",1.44736842105263
"TCGA-4T-AA8H",2.71052631578947
